"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"898",543456,"Kyle Lobstein","1009","89.00","0.316","0.171","0.337","0.487","0.371","0.342","0.282","74","234","88.1","8.6","1936","84.1","83.36","70","399","490","-0.7","5.89"
"61",543698,"Donn Roach","61","100.00","0.471","0.059","0.500","0.529","0.458","0.327","0.288","8","17","91.4","1.2","1936","84.0","81.41","2","28","33","-2.6","4.55"
"28",452027,"Andrew Albers","35","80.00","0.167","0.500","0.000","0.667","0.386","0.462","0.280","1","6","91.7","5.2","1936","78.7","77.91","1","8","20","-0.8","5.65"
"1025",592593,"Justin Nicolino","1047","97.90","0.259","0.169","0.256","0.429","0.318","0.355","0.285","69","266","86.7","11.7","1935","86.3","84.16","56","505","508","-2.1","5.22"
"253",641490,"Kyle Crockett","281","90.04","0.268","0.107","0.304","0.375","0.322","0.345","0.279","15","56","87.2","8.0","1935","87.8","88.51","15","120","132","0.7","6.73"
"36",573244,"Adam Wilk","40","90.00","0.286","0.429","0.250","0.714","0.478","0.500","0.344","2","7","93.9","14.3","1935","86.0","85.41","4","16","19","-0.6","5.78"
"1815",518452,"Chad Bettis","1882","96.44","0.266","0.177","0.314","0.443","0.334","0.320","0.252","114","429","86.5","8.0","1932","88.3","87.74","192","830","969","-0.6","6.00"
"1103",605452,"Joe Ross","1154","95.58","0.219","0.123","0.261","0.342","0.274","0.284","0.213","59","269","84.8","9.9","1931","90.3","89.71","135","528","564","-0.6","6.17"
"46",595371,"Chris Rearick","58","79.31","0.500","0.900","0.500","1.400","0.704","0.447","0.325","5","10","90.2","-1.2","1929","87.7","87.33","8","20","25","-0.4","6.18"
"2573",279824,"Mark Buehrle","2831","90.89","0.278","0.161","0.288","0.439","0.321","0.337","0.286","199","716","85.5","10.9","1928","81.1","80.65","147","1247","1302","-0.5","6.20"
"1055",457711,"Sean O'Sullivan","1180","89.41","0.332","0.256","0.320","0.588","0.405","0.360","0.299","87","262","85.8","13.8","1927","86.2","86.02","64","489","543","-0.2","6.48"
"147",430613,"Ronald Belisario","153","96.08","0.258","0.097","0.320","0.355","0.316","0.296","0.238","8","31","86.1","-0.5","1924","90.8","90.46","12","70","74","-0.3","6.12"
"1109",474521,"Shawn Tolleson","1169","94.87","0.243","0.153","0.296","0.396","0.297","0.305","0.248","65","268","86.8","12.0","1924","89.5","89.97","116","487","604","0.5","6.62"
"2911",430580,"Alfredo Simon","3060","95.13","0.273","0.187","0.295","0.460","0.344","0.353","0.279","190","695","88.3","11.6","1921","88.3","87.43","252","1358","1528","-0.9","5.82"
"76",453307,"David Huff","94","80.85","0.391","0.261","0.412","0.652","0.458","0.356","0.304","9","23","81.5","9.4","1921","90.0","88.55","9","40","33","-1.5","5.65"
"19",607405,"John Cornely","22","86.36","0.600","0.600","0.500","1.200","0.750","0.471","0.330","3","5","92.3","26.3","1920","87.3","85.29","1","8","11","-2.0","5.09"
"1254",453311,"Tim Lincecum","1325","94.64","0.262","0.131","0.305","0.394","0.327","0.339","0.265","74","282","87.3","10.0","1919","83.2","83.41","146","566","676","0.2","6.38"
"2090",543135,"Nathan Eovaldi","2639","79.20","0.280","0.077","0.332","0.357","0.312","0.312","0.263","128","457","87.7","8.2","1918","91.8","90.91","202","966","1119","-0.9","5.92"
"229",592222,"Alex Claudio","251","91.24","0.208","0.226","0.200","0.434","0.302","0.306","0.236","11","53","85.6","7.7","1918","78.6","78.15","27","108","110","-0.5","6.09"
"91",571476,"Chris Beck","101","90.10","0.348","0.217","0.381","0.565","0.420","0.303","0.227","8","23","82.3","12.6","1918","88.7","89.89","3","48","43","1.2","6.79"
"188",542669,"Roman Mendez","234","80.34","0.317","0.244","0.333","0.561","0.415","0.416","0.295","13","41","88.9","26.0","1916","90.3","89.02","15","79","108","-1.3","5.46"
"513",458006,"Matt Albers","566","90.64","0.250","0.105","0.289","0.355","0.289","0.270","0.210","31","124","86.4","6.3","1916","87.9","87.96","40","217","283","0.1","6.53"
"1583",517008,"Alex Colome","1702","93.01","0.279","0.106","0.322","0.386","0.316","0.337","0.277","105","376","87.4","12.6","1915","90.8","90.17","170","724","841","-0.6","6.01"
"12",425560,"Adam LaRoche","12","100.00","0.000","0.000","0.000","0.000","0.000","0.030","0.031","0","3","88.2","18.0","1910","75.8","74.75","1","4","8","-1.1","5.75"
"14",543094,"Jaff Decker","15","93.33","0.400","0.200","0.400","0.600","0.430","0.339","0.329","2","5","88.6","8.1","1910","81.0","79.19","3","9","5","-1.8","5.13"
"34",489267,"Adam Rosales","36","94.44","0.250","0.750","0.000","1.000","0.522","0.675","0.400","2","8","100.6","20.5","1909","78.7","77.54","1","16","18","-1.2","5.42"
"1586",450729,"Doug Fister","1654","95.89","0.294","0.159","0.317","0.453","0.338","0.326","0.274","115","391","85.6","8.8","1908","84.2","84.42","93","705","856","0.2","6.65"
"632",444436,"Ryan Webb","671","94.19","0.259","0.149","0.283","0.408","0.312","0.295","0.255","45","174","88.0","1.4","1906","89.4","88.74","56","297","325","-0.7","5.86"
"899",435043,"Zach Duke","1053","85.38","0.206","0.148","0.260","0.354","0.299","0.295","0.200","39","189","86.2","1.0","1903","85.8","84.88","96","380","498","-0.9","5.92"
"303",595032,"Chase Whitley","323","93.81","0.274","0.192","0.298","0.466","0.345","0.328","0.253","20","73","87.9","7.9","1901","85.3","85.05","32","139","162","-0.3","6.31"
"150",493247,"Peter Moylan","158","94.94","0.268","0.073","0.303","0.341","0.268","0.280","0.246","11","41","89.0","2.2","1898","88.0","86.12","13","77","70","-1.9","5.30"
"1134",518603,"Justin DeFratus","1445","78.48","0.274","0.179","0.321","0.452","0.343","0.318","0.238","69","252","87.8","12.7","1897","89.3","89.43","115","535","585","0.1","6.56"
"784",543219,"Sean Gilmartin","867","90.43","0.240","0.097","0.310","0.337","0.288","0.264","0.207","47","196","84.6","11.5","1896","82.1","80.77","106","362","398","-1.3","5.73"
"777",408061,"Francisco Rodriguez","828","93.84","0.198","0.139","0.250","0.337","0.251","0.274","0.231","37","187","85.4","13.2","1896","85.5","85.41","111","368","400","-0.1","6.40"
"26",491696,"Jesus Sucre","26","100.00","0.545","0.364","0.500","0.909","0.623","0.473","0.391","6","11","96.5","17.4","1895","88.3","86.89","0","15","11","-1.4","5.40"
"144",572089,"Paco Rodriguez","175","82.29","0.294","0.059","0.357","0.353","0.319","0.298","0.261","10","34","82.5","8.8","1893","83.7","84.06","13","64","79","0.4","6.62"
"24",430605,"Ryan Raburn","25","96.00","0.333","0.000","0.333","0.333","0.400","0.473","0.354","1","3","98.4","16.3","1892","82.3","80.63","1","8","16","-1.7","4.91"
"452",544365,"Manny Banuelos","470","96.17","0.275","0.147","0.313","0.422","0.351","0.381","0.298","28","102","90.5","15.4","1891","85.2","84.67","40","207","240","-0.5","6.06"
"78",502166,"Brad Mills","79","98.73","0.333","0.190","0.316","0.524","0.398","0.390","0.333","7","21","92.3","26.7","1891","81.5","81.03","6","30","47","-0.5","5.68"
"12",607068,"Chris Reed","51","23.53","0.167","0.000","0.167","0.167","0.129","0.226","0.231","1","6","77.2","-1.0","1889","89.1","86.86","0","8","4","-2.2","5.30"
"1209",433584,"Roberto Hernandez","1318","91.73","0.273","0.183","0.286","0.457","0.340","0.339","0.285","82","300","86.9","7.7","1888","86.8","87.22","89","526","673","0.4","6.65"
"823",595307,"Seth Maness","968","85.02","0.307","0.151","0.349","0.458","0.347","0.332","0.281","65","212","85.8","3.7","1888","87.6","86.48","73","400","401","-1.1","5.49"
"709",572788,"Tyler Cravy","761","93.17","0.284","0.181","0.345","0.465","0.365","0.355","0.265","44","155","86.5","16.8","1887","87.7","87.50","57","297","400","-0.2","6.16"
"22",592570,"Akeel Morris","25","88.00","0.500","0.750","0.333","1.250","0.714","0.449","0.196","2","4","74.4","-2.7","1886","87.4","86.87","1","7","15","-0.5","6.54"
"267",543334,"TJ House","277","96.39","0.362","0.103","0.392","0.466","0.419","0.416","0.328","21","58","88.1","1.0","1886","86.0","84.55","14","102","161","-1.4","5.50"
"744",543475,"Jordan Lyles","770","96.62","0.284","0.098","0.329","0.383","0.326","0.317","0.266","52","183","86.9","9.3","1885","89.6","90.07","70","353","380","0.5","6.59"
"63",517059,"Jose De Paula","66","95.45","0.200","0.300","0.143","0.500","0.385","0.274","0.139","2","10","89.2","24.9","1882","86.4","85.88","4","24","39","-0.5","6.09"
"256",457448,"Matt Harrison","271","94.46","0.306","0.210","0.291","0.516","0.377","0.338","0.275","19","62","88.4","14.1","1881","84.0","82.11","9","100","156","-1.9","5.02"
"166",605347,"Jorge Lopez","187","88.77","0.342","0.079","0.464","0.421","0.385","0.317","0.261","13","38","86.5","6.8","1881","91.7","91.35","18","82","83","-0.4","6.09"
"323",433585,"Jeff Francis","400","80.75","0.338","0.176","0.407","0.514","0.396","0.345","0.289","25","74","84.2","9.6","1880","81.2","81.93","31","144","178","0.7","6.97"
"478",543594,"Sean Nolin","499","95.79","0.287","0.148","0.287","0.435","0.337","0.350","0.260","31","108","87.2","15.3","1880","83.2","83.42","32","200","276","0.2","6.37"
"141",595918,"A.J. Cole","157","89.81","0.351","0.135","0.414","0.486","0.364","0.313","0.267","13","37","89.2","17.2","1879","87.4","87.54","15","66","71","0.1","6.41"
"364",431162,"Tim Stauffer","385","94.55","0.369","0.345","0.385","0.714","0.477","0.358","0.285","31","84","86.9","7.5","1873","86.0","84.40","24","152","204","-1.6","5.43"
"957",456071,"Yohan Flande","1068","89.61","0.285","0.255","0.293","0.540","0.374","0.358","0.281","68","239","88.1","1.0","1871","88.6","87.22","81","420","526","-1.4","5.59"
"269",594951,"Ryan O'Rourke","395","68.10","0.218","0.145","0.238","0.364","0.319","0.332","0.221","12","55","80.4","12.3","1870","87.1","85.98","28","118","149","-1.1","5.64"
"1789",518567,"Josh Collmenter","1925","92.94","0.280","0.196","0.289","0.476","0.337","0.348","0.286","123","439","84.9","17.8","1869","82.3","80.98","136","836","936","-1.3","5.42"
"2615",622072,"Alex Wood","2909","89.89","0.274","0.119","0.322","0.393","0.317","0.317","0.264","180","657","85.9","8.6","1865","86.7","85.88","231","1185","1405","-0.8","5.96"
"399",543901,"Ryan Weber","407","98.03","0.250","0.150","0.282","0.400","0.310","0.297","0.242","25","100","90.0","4.4","1864","85.9","84.38","24","170","224","-1.5","5.52"
"846",460156,"Brandon Gomes","946","89.43","0.252","0.203","0.258","0.455","0.326","0.327","0.244","51","202","87.9","16.5","1859","86.1","85.97","100","429","403","-0.1","6.27"
"45",425796,"Jeff Francoeur","48","93.75","0.167","0.500","0.000","0.667","0.436","0.496","0.188","1","6","86.3","20.5","1859","84.5","84.83","0","16","28","0.3","6.20"
"132",453214,"Steven Wright","1178","11.21","0.200","0.080","0.263","0.280","0.327","0.309","0.174","5","25","89.3","14.6","1858","83.0","82.56","8","42","90","-0.4","6.15"
"409",457744,"Aaron Thompson","504","81.15","0.270","0.090","0.295","0.360","0.305","0.331","0.269","24","89","87.8","12.4","1855","86.0","84.66","44","179","222","-1.3","5.65"
"346",329092,"Randy Choate","406","85.22","0.295","0.114","0.364","0.409","0.340","0.291","0.231","26","88","84.6","1.0","1852","80.8","79.36","40","151","186","-1.4","5.38"
"715",445590,"Eric Stults","754","94.83","0.269","0.246","0.270","0.514","0.349","0.363","0.289","47","175","86.8","12.4","1851","84.2","82.35","57","353","357","-1.9","5.25"
"237",518863,"Taylor Jordan","255","92.94","0.292","0.077","0.339","0.369","0.310","0.368","0.320","19","65","87.7","7.5","1850","89.4","89.41","23","118","115","0.0","6.52"
"233",571577,"Scott Copeland","253","92.09","0.349","0.159","0.368","0.508","0.369","0.352","0.345","22","63","88.2","3.9","1843","87.3","87.70","15","102","130","0.4","6.64"
"278",459967,"Sam LeCure","303","91.75","0.212","0.136","0.245","0.348","0.276","0.280","0.235","14","66","86.8","7.5","1842","84.4","85.23","15","104","174","0.8","6.96"
"871",446899,"Brad Ziegler","954","91.30","0.207","0.083","0.227","0.290","0.249","0.277","0.237","45","217","87.6","0.0","1841","81.8","80.97","81","420","432","-0.8","5.80"
"27",453895,"Brendan Ryan","28","96.43","0.286","0.000","0.286","0.286","0.257","0.478","0.470","2","7","94.8","3.8","1840","79.0","77.20","2","14","13","-1.8","5.32"
"603",456776,"Alex Torres","640","94.22","0.207","0.174","0.238","0.380","0.324","0.318","0.204","25","121","85.0","8.6","1839","89.0","88.02","66","246","351","-1.0","6.07"
"147",605226,"Andrew Faulkner","157","93.63","0.229","0.200","0.261","0.429","0.312","0.291","0.211","8","35","84.9","11.4","1837","91.1","90.72","22","77","66","-0.4","6.16"
"120",543258,"Preston Guilmet","124","96.77","0.310","0.241","0.304","0.552","0.375","0.380","0.297","9","29","90.0","15.1","1836","85.7","84.03","11","58","62","-1.7","5.21"
"802",542914,"Anthony Bass","1049","76.45","0.291","0.172","0.324","0.463","0.349","0.334","0.277","59","203","86.7","8.0","1833","90.8","90.66","63","371","425","-0.1","6.06"
"1975",533167,"Matt Shoemaker","2089","94.54","0.262","0.198","0.291","0.460","0.331","0.307","0.238","131","500","86.3","13.9","1827","87.2","86.48","195","918","1030","-0.7","6.09"
"812",474029,"Zach Putnam","844","96.21","0.241","0.165","0.321","0.406","0.321","0.301","0.210","41","170","85.1","10.7","1826","86.9","85.87","141","380","410","-1.0","5.74"
"26",493117,"Kyuji Fujikawa","26","100.00","0.286","0.429","0.200","0.714","0.450","0.420","0.308","2","7","82.5","36.1","1823","85.4","86.12","1","11","14","0.7","6.65"
"50",518764,"Donovan Hand","59","84.75","0.182","0.091","0.250","0.273","0.273","0.294","0.232","2","11","89.9","2.9","1820","81.1","80.24","5","23","24","-0.9","5.91"
"73",594987,"Casey Sadler","77","94.81","0.235","0.294","0.250","0.529","0.339","0.356","0.265","4","17","88.4","15.6","1819","89.6","89.29","5","30","41","-0.3","6.18"
"2714",502046,"Jeff Locke","2781","97.59","0.268","0.122","0.310","0.390","0.317","0.306","0.251","171","639","85.5","5.3","1818","87.6","86.63","269","1216","1460","-1.0","5.81"
"24",502281,"Marcus Hatley","24","100.00","0.200","0.000","0.333","0.200","0.329","0.251","0.077","1","5","86.7","-19.8","1818","86.3","85.90","3","8","16","-0.4","6.06"
"1798",554234,"Williams Perez","1870","96.15","0.286","0.139","0.316","0.425","0.347","0.344","0.271","124","433","88.8","7.0","1813","87.8","87.38","119","765","1005","-0.4","6.13"
"437",462515,"Miguel Socolovich","492","88.82","0.210","0.060","0.267","0.270","0.246","0.264","0.218","21","100","84.4","12.4","1811","85.8","85.07","55","198","233","-0.7","5.76"
"2",506560,"Alexi Amarista","2","100.00","0.000","0.000","0.000","0.000","0.000","0.012","0.010","0","1","82.8","39.5","1808","80.6","77.29","0","1","1","-3.3","4.22"
"139",445213,"Brandon Kintzler","149","93.29","0.379","0.172","0.455","0.552","0.447","0.370","0.290","11","29","85.1","2.4","1803","89.4","89.58","12","61","78","0.2","6.57"
"585",518693,"Sam Freeman","693","84.42","0.236","0.126","0.292","0.362","0.329","0.312","0.228","30","127","84.8","9.1","1802","90.2","89.39","67","249","333","-0.8","5.77"
"542",453156,"Brooks Brown","574","94.43","0.231","0.120","0.260","0.350","0.296","0.301","0.243","27","117","84.6","8.1","1801","90.4","90.75","67","243","295","0.4","6.58"
"132",456701,"Homer Bailey","171","77.19","0.372","0.302","0.342","0.674","0.466","0.436","0.344","16","43","88.0","3.8","1797","87.7","87.27","10","68","57","-0.4","6.15"
"94",553872,"Yhonathan Barrios","101","93.07","0.143","0.048","0.200","0.190","0.145","0.181","0.169","3","21","85.2","7.7","1793","93.5","92.09","14","52","42","-1.4","5.47"
"442",448159,"Manny Parra","497","88.93","0.270","0.117","0.308","0.387","0.299","0.330","0.287","30","111","88.7","9.6","1785","89.8","88.75","47","213","224","-1.1","5.67"
"496",453222,"Scott Carroll","601","82.53","0.278","0.165","0.323","0.443","0.338","0.306","0.254","32","115","87.2","6.6","1780","87.2","85.55","47","231","260","-1.7","5.44"
"1055",592741,"Chasen Shreve","1110","95.05","0.232","0.172","0.286","0.404","0.330","0.303","0.207","47","203","85.8","14.2","1776","87.7","87.08","124","455","591","-0.6","6.07"
"361",462945,"Cesar Jimenez","372","97.04","0.205","0.108","0.268","0.313","0.265","0.274","0.206","17","83","82.9","5.7","1774","86.4","86.18","41","166","195","-0.2","6.41"
"280",506693,"Henderson Alvarez","334","83.83","0.316","0.105","0.343","0.421","0.329","0.332","0.300","24","76","85.6","0.2","1770","89.3","87.75","17","124","150","-1.6","5.57"
"1523",503449,"Wily Peralta","1754","86.83","0.296","0.161","0.315","0.457","0.349","0.332","0.278","110","372","88.1","6.1","1766","91.5","91.36","110","686","826","-0.1","6.28"
"106",594772,"Jake Buchanan","137","77.37","0.182","0.182","0.222","0.364","0.304","0.317","0.237","4","22","81.8","1.7","1765","85.5","85.53","7","47","57","0.0","6.43"
"267",592705,"Nick Rumbelow","280","95.36","0.262","0.164","0.311","0.426","0.326","0.287","0.218","16","61","87.0","12.9","1752","89.9","90.04","28","110","151","0.1","6.63"
"2575",460059,"Mike Pelfrey","2665","96.62","0.307","0.112","0.338","0.419","0.344","0.347","0.295","192","626","87.0","9.2","1747","90.6","91.20","161","1160","1385","0.6","6.74"
"137",607968,"Drew Rucinski","154","88.96","0.360","0.200","0.364","0.560","0.455","0.439","0.343","9","25","88.2","15.6","1743","88.7","89.28","8","54","81","0.6","6.64"
"798",448609,"Tony Sipp","853","93.55","0.204","0.144","0.267","0.348","0.271","0.255","0.191","37","181","86.6","16.4","1741","86.0","85.17","121","386","405","-0.8","6.00"
"142",595235,"Cody Hall","152","93.42","0.212","0.091","0.240","0.303","0.287","0.307","0.213","7","33","84.0","8.1","1739","89.5","89.27","15","70","71","-0.2","6.03"
"16",424325,"David Ross","19","84.21","0.000","0.000","0.000","0.000","0.000","0.368","0.374","0","6","95.0","12.6","1737","71.8","69.20","0","12","4","-2.6","4.18"
"256",594840,"Matt Grace","308","83.12","0.393","0.098","0.453","0.492","0.413","0.337","0.291","24","61","86.4","2.6","1733","89.9","88.54","13","109","138","-1.4","5.69"
"2320",407822,"Jorge De La Rosa","2461","94.27","0.246","0.167","0.292","0.413","0.323","0.314","0.240","128","521","85.3","5.4","1731","86.4","85.35","291","1100","1194","-1.1","5.80"
"75",502087,"Kevin Chapman","93","80.65","0.231","0.308","0.333","0.538","0.391","0.347","0.206","3","13","91.4","18.7","1731","88.9","87.98","6","24","51","-0.9","5.82"
"712",150302,"Jason Marquis","783","90.93","0.316","0.192","0.350","0.508","0.368","0.315","0.265","56","177","88.9","8.9","1709","85.2","84.88","70","319","378","-0.3","6.06"
"17",518653,"Jake Elmore","17","100.00","0.500","0.500","0.400","1.000","0.633","0.466","0.316","3","6","83.9","10.1","1707","77.6","75.24","0","8","9","-2.4","4.57"
"462",573046,"Mike Morin","554","83.39","0.264","0.140","0.354","0.405","0.310","0.270","0.217","32","121","83.0","11.5","1704","82.3","82.09","80","234","219","-0.2","6.30"
"44",519229,"Seth Rosin","52","84.62","0.556","0.222","0.500","0.778","0.550","0.377","0.331","5","9","88.8","8.3","1679","90.2","89.63","2","22","21","-0.6","6.08"
"9",519208,"Clint Robinson","9","100.00","0.250","0.000","0.333","0.250","0.225","0.117","0.125","1","4","92.6","10.4","1678","77.9","76.68","1","7","2","-1.2","5.34"
"16",430404,"Jonny Gomes","20","80.00","0.600","1.000","0.500","1.600","0.750","0.668","0.524","3","5","95.4","25.1","1597","69.3","67.14","1","8","8","-2.2","4.46"
"576",285079,"R.A. Dickey","3266","17.64","0.344","0.227","0.360","0.570","0.435","0.401","0.312","44","128","87.4","13.8","1597","79.3","77.91","31","238","331","-1.4","5.57"
"752",466948,"Jean Machi","867","86.74","0.267","0.198","0.294","0.465","0.345","0.348","0.262","54","202","87.4","7.5","1586","90.1","88.34","66","347","402","-1.8","5.36"
"1",456121,"Chris Denorfia","2","50.00","0.000","0.000","0.000","0.000","0.000","0.264","0.281","0","1","91.4","-3.7","1554","56.9","55.29","0","1","0","-1.6","4.76"
"17",434540,"Garrett Jones","17","100.00","0.000","0.000","0.000","0.000","0.350","0.392","0.085","0","2","67.2","0.7","1552","74.0","72.49","1","4","12","-1.5","5.35"
"268",543118,"Oliver Drake","298","89.93","0.263","0.105","0.326","0.368","0.317","0.306","0.234","15","57","88.4","16.2","1505","85.8","85.85","40","132","135","0.1","6.36"
"8",572889,"Nick Greenwood","8","100.00","1.000","1.500","1.000","2.500","1.450","1.078","0.771","2","2","91.8","34.4","1492","83.2","81.59","0","4","4","-1.6","5.41"
