"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"184",611093,"Silvino Bracho","215","85.58","0.167","0.139","0.263","0.306","0.250","0.236","0.156","6","36","90.2","28.6","2248","91.2","90.77","33","96","83","-0.4","5.98"
"2209",571800,"Drew Hutchison","2512","87.94","0.290","0.176","0.333","0.466","0.352","0.346","0.274","152","524","87.1","13.3","2248","90.9","90.02","232","1066","1124","-0.9","6.07"
"1850",547179,"Michael Lorenzen","1999","92.55","0.297","0.217","0.325","0.514","0.387","0.378","0.299","123","414","87.2","10.8","2247","91.2","90.49","178","846","969","-0.7","5.88"
"872",448614,"Carlos Torres","921","94.68","0.262","0.117","0.317","0.379","0.305","0.296","0.244","56","214","85.9","9.0","2247","89.2","88.35","93","439","406","-0.8","5.93"
"943",446099,"John Axford","1070","88.13","0.245","0.090","0.318","0.335","0.308","0.306","0.220","46","188","88.3","6.5","2246","92.6","92.60","107","414","515","0.0","6.54"
"2391",445926,"Jesse Chavez","2573","92.93","0.259","0.142","0.305","0.401","0.313","0.314","0.255","150","579","87.5","13.2","2246","88.8","88.21","232","1044","1330","-0.6","5.93"
"177",501563,"Simon Castro","187","94.65","0.289","0.079","0.367","0.368","0.329","0.331","0.254","11","38","84.0","2.8","2246","88.8","89.69","20","80","94","0.9","6.98"
"2994",425844,"Zack Greinke","3239","92.44","0.188","0.095","0.226","0.282","0.230","0.264","0.219","135","719","86.1","10.8","2246","89.1","88.50","366","1413","1559","-0.6","5.97"
"606",605151,"Archie Bradley","645","93.95","0.271","0.132","0.305","0.403","0.346","0.346","0.264","35","129","90.2","9.2","2246","89.7","89.69","42","235","364","0.0","6.35"
"558",457429,"Boone Logan","658","84.80","0.291","0.128","0.388","0.419","0.357","0.325","0.247","34","117","83.7","7.8","2245","88.2","86.61","86","241","307","-1.6","5.54"
"156",545404,"Brandon Beachy","160","97.50","0.313","0.219","0.346","0.531","0.403","0.415","0.314","10","32","85.1","25.2","2245","85.3","85.05","9","67","80","-0.3","6.30"
"784",543144,"Danny Farquhar","824","95.15","0.264","0.233","0.302","0.497","0.349","0.318","0.240","51","193","84.8","12.5","2244","87.7","87.34","92","366","405","-0.4","6.32"
"337",543859,"Michael Tonkin","362","93.09","0.250","0.163","0.271","0.413","0.327","0.320","0.248","20","80","89.1","9.6","2243","92.2","92.51","27","154","179","0.3","6.52"
"2361",501992,"Nathan Karns","2441","96.72","0.243","0.152","0.290","0.395","0.311","0.318","0.246","131","539","87.1","13.7","2243","88.2","88.73","235","1054","1292","0.5","6.70"
"1127",516910,"Carlos Frias","1181","95.43","0.291","0.110","0.316","0.401","0.327","0.320","0.274","82","282","86.0","7.3","2241","92.5","90.65","119","543","578","-1.8","5.18"
"840",543184,"Christian Friedrich","976","86.07","0.321","0.117","0.364","0.439","0.356","0.353","0.301","63","196","86.5","8.9","2240","88.2","87.24","96","412","416","-1.0","5.89"
"459",542866,"Austin Adams","528","86.93","0.284","0.147","0.315","0.431","0.338","0.341","0.274","31","109","87.4","12.2","2240","95.7","95.79","55","244","215","0.1","6.33"
"112",543518,"Scott McGough","144","77.78","0.360","0.120","0.409","0.480","0.412","0.331","0.274","9","25","88.5","-2.7","2239","92.7","90.84","7","46","65","-1.9","5.54"
"938",592826,"Vince Velasquez","976","96.11","0.242","0.157","0.309","0.399","0.319","0.319","0.236","48","198","88.6","16.9","2239","91.8","91.31","105","462","472","-0.5","6.22"
"841",623184,"Scott Oberg","1005","83.68","0.253","0.198","0.273","0.451","0.359","0.345","0.253","46","182","87.7","6.0","2238","91.5","91.04","67","359","464","-0.5","6.22"
"305",571439,"R.J. Alvarez","394","77.41","0.286","0.302","0.302","0.587","0.401","0.398","0.264","18","63","90.7","25.2","2237","92.6","91.30","41","147","155","-1.3","5.61"
"967",592346,"Chi Chi Gonzalez","1048","92.27","0.214","0.127","0.221","0.341","0.296","0.327","0.252","47","220","85.3","6.4","2237","90.2","89.36","72","433","524","-0.8","5.64"
"1620",448802,"Jaime Garcia","1857","87.24","0.237","0.083","0.272","0.320","0.268","0.287","0.246","97","410","85.6","2.9","2236","87.5","87.08","147","785","823","-0.4","6.01"
"432",430661,"Dustin McGowan","473","91.33","0.278","0.256","0.286","0.533","0.408","0.398","0.288","25","90","85.5","15.1","2235","92.2","92.66","50","194","232","0.5","6.72"
"435",429780,"Chris Narveson","452","96.24","0.200","0.200","0.222","0.400","0.287","0.328","0.233","22","110","86.2","13.1","2234","85.5","83.27","49","198","234","-2.2","5.09"
"170",449170,"Erik Cordier","217","78.34","0.343","0.143","0.344","0.486","0.400","0.425","0.321","12","35","87.4","16.9","2233","96.1","94.88","11","83","82","-1.2","5.90"
"1132",543054,"Jarred Cosart","1173","96.50","0.246","0.185","0.267","0.431","0.332","0.341","0.256","61","248","88.9","5.9","2233","91.5","91.30","90","484","634","-0.2","6.46"
"226",518420,"Dylan Axelrod","236","95.76","0.208","0.333","0.161","0.542","0.359","0.329","0.202","10","48","87.2","19.6","2233","83.3","82.48","20","93","125","-0.8","5.76"
"95",516769,"Jenrry Mejia","105","90.48","0.130","0.087","0.188","0.217","0.164","0.188","0.153","3","23","85.3","8.9","2232","89.7","88.52","14","47","45","-1.2","5.65"
"2200",518633,"Danny Duffy","2361","93.18","0.262","0.147","0.295","0.409","0.328","0.331","0.259","127","484","87.1","15.2","2232","90.3","90.41","210","1058","1127","0.1","6.63"
"2751",461829,"Gio Gonzalez","2947","93.35","0.264","0.103","0.341","0.367","0.311","0.298","0.235","167","632","86.3","7.6","2231","88.8","87.84","294","1234","1484","-1.0","6.01"
"189",461872,"Anthony Swarzak","198","95.45","0.304","0.125","0.381","0.429","0.343","0.358","0.310","17","56","89.2","8.7","2230","90.1","88.96","20","95","89","-1.1","5.50"
"902",462985,"Franklin Morales","949","95.05","0.235","0.142","0.268","0.376","0.289","0.298","0.249","53","226","86.0","8.1","2229","90.7","88.78","69","393","501","-1.9","5.39"
"492",542266,"Carlos Contreras","514","95.72","0.210","0.170","0.231","0.380","0.325","0.315","0.203","21","100","86.4","15.8","2229","89.7","88.40","57","215","274","-1.3","5.29"
"890",502004,"George Kontos","1053","84.52","0.201","0.132","0.204","0.333","0.244","0.290","0.245","44","219","86.1","13.5","2229","88.9","88.13","93","459","416","-0.8","5.82"
"257",543056,"Daniel Coulombe","265","96.98","0.283","0.117","0.347","0.400","0.349","0.331","0.279","17","60","86.0","7.2","2229","86.5","85.47","20","116","140","-1.0","5.74"
"784",543359,"Dan Jennings","939","83.49","0.254","0.088","0.305","0.343","0.298","0.267","0.221","46","181","84.2","1.3","2228","89.1","88.32","75","343","413","-0.8","5.97"
"223",605333,"Jack Leathersich","227","98.24","0.279","0.070","0.414","0.349","0.342","0.281","0.203","12","43","86.5","11.0","2227","89.8","88.39","27","95","127","-1.4","5.91"
"400",489446,"Kirby Yates","408","98.04","0.272","0.370","0.250","0.642","0.408","0.387","0.270","22","81","87.8","18.4","2226","88.3","87.33","43","184","215","-1.0","5.80"
"190",460008,"Anthony Varvaro","199","95.48","0.311","0.111","0.378","0.422","0.364","0.348","0.285","14","45","86.8","6.2","2226","87.4","86.52","16","78","111","-0.9","5.76"
"1063",468396,"Alexi Ogando","1123","94.66","0.247","0.195","0.272","0.442","0.333","0.309","0.235","57","231","86.3","16.1","2226","92.6","92.12","129","509","539","-0.5","6.08"
"351",457117,"Ernesto Frieri","378","92.86","0.225","0.263","0.211","0.488","0.339","0.328","0.226","18","80","89.9","20.2","2226","88.0","88.10","32","166","183","0.1","6.37"
"1605",444857,"Scott Feldman","1771","90.63","0.279","0.162","0.292","0.440","0.328","0.325","0.280","105","377","85.9","8.0","2225","85.9","85.25","124","727","867","-0.6","5.97"
"1",457456,"Jo-Jo Reyes","1","100.00","0.000","0.000","0.000","0.000","0.000","0.608","0.645","0","1","96.9","7.5","2224","89.7","89.32","0","1","0","-0.4","5.64"
"477",542587,"Elvis Araujo","617","77.31","0.231","0.077","0.303","0.308","0.299","0.295","0.220","21","91","84.1","13.4","2224","91.8","90.93","67","218","254","-0.9","6.09"
"1074",544727,"Jeurys Familia","1173","91.56","0.219","0.112","0.283","0.331","0.264","0.265","0.220","57","260","84.5","2.6","2223","95.8","94.61","185","549","520","-1.2","5.93"
"219",502260,"Vinnie Pestano","246","89.02","0.311","0.267","0.344","0.578","0.415","0.343","0.223","14","45","90.2","26.3","2223","88.1","88.04","33","105","108","-0.1","6.45"
"1059",543045,"Adam Conley","1103","96.01","0.252","0.140","0.304","0.393","0.308","0.296","0.228","61","242","85.4","15.0","2223","89.2","87.84","123","529","518","-1.4","5.88"
"1311",628452,"Raisel Iglesias","1567","83.66","0.247","0.166","0.301","0.414","0.322","0.311","0.239","73","295","86.4","11.2","2222","89.6","89.29","144","615","682","-0.3","6.17"
"411",429781,"Kevin Correia","421","97.62","0.364","0.222","0.381","0.586","0.411","0.379","0.341","36","99","87.0","8.7","2222","85.7","84.82","28","188","221","-0.9","5.93"
"270",518703,"Charlie Furbush","301","89.70","0.103","0.103","0.098","0.206","0.174","0.285","0.219","7","68","82.4","11.1","2221","86.9","87.17","30","120","138","0.3","6.85"
"431",444935,"Nick Hagadone","458","94.10","0.271","0.131","0.342","0.402","0.330","0.313","0.247","29","107","84.6","17.8","2220","92.1","91.58","55","223","204","-0.5","5.96"
"1600",453329,"Clay Buchholz","1716","93.24","0.267","0.103","0.340","0.370","0.301","0.278","0.241","111","416","86.8","11.2","2220","87.5","87.67","181","795","792","0.2","6.49"
"960",596057,"Daniel Norris","1035","92.75","0.230","0.194","0.249","0.424","0.308","0.304","0.233","50","217","86.8","16.0","2220","88.6","87.21","92","414","543","-1.4","5.54"
"478",543900,"Daniel Webb","536","89.18","0.324","0.126","0.382","0.450","0.392","0.356","0.278","36","111","87.8","6.8","2219","92.0","90.70","57","218","254","-1.3","5.65"
"57",519411,"Matt West","57","100.00","0.200","0.100","0.250","0.300","0.259","0.292","0.241","2","10","89.4","21.1","2219","89.6","88.83","5","29","28","-0.8","5.97"
"214",608678,"Dominic Leone","287","74.56","0.313","0.208","0.325","0.521","0.387","0.408","0.304","15","48","89.3","11.6","2219","90.5","90.22","20","101","105","-0.3","6.22"
"1170",502032,"Bud Norris","1463","79.97","0.328","0.268","0.363","0.596","0.412","0.369","0.294","87","265","88.4","12.3","2217","92.3","92.22","105","506","660","-0.1","6.23"
"1064",473879,"Sam Dyson","1106","96.20","0.233","0.078","0.296","0.311","0.273","0.259","0.212","63","270","85.4","-4.2","2216","94.3","92.44","139","534","518","-1.9","5.30"
"3168",519242,"Chris Sale","3323","95.34","0.229","0.134","0.318","0.363","0.281","0.257","0.208","176","769","84.8","14.2","2216","89.6","88.81","510","1566","1587","-0.8","6.11"
"40",594762,"Brett Bochy","43","93.02","0.100","0.000","0.143","0.100","0.192","0.303","0.229","1","10","89.9","21.7","2214","87.9","87.84","4","19","20","-0.1","6.16"
"1082",572096,"Trevor Rosenthal","1205","89.79","0.226","0.078","0.322","0.304","0.273","0.263","0.202","52","230","86.3","16.1","2211","95.4","94.49","143","558","509","-0.9","5.78"
"1482",467100,"Ivan Nova","1529","96.93","0.272","0.185","0.297","0.458","0.342","0.321","0.259","97","356","88.0","6.6","2210","89.3","88.26","123","684","783","-1.0","5.84"
"41",605477,"Chad Smith","49","83.67","0.500","0.125","0.667","0.625","0.563","0.476","0.361","4","8","84.6","22.3","2210","91.3","90.81","3","18","21","-0.5","5.93"
"849",518748,"Justin Grimm","872","97.36","0.175","0.111","0.252","0.287","0.260","0.303","0.206","30","171","88.2","15.9","2209","90.4","90.55","124","351","492","0.2","6.59"
"1092",502083,"Zach McAllister","1222","89.36","0.255","0.119","0.350","0.374","0.310","0.283","0.217","62","243","88.0","13.7","2209","93.8","94.96","136","521","554","1.2","6.93"
"1847",607259,"Nick Martinez","2119","87.16","0.269","0.167","0.286","0.436","0.344","0.357","0.283","119","443","87.7","10.8","2209","86.8","85.21","135","844","986","-1.6","5.25"
"57",543351,"Jay Jackson","73","78.08","0.500","0.083","0.545","0.583","0.496","0.491","0.395","6","12","93.5","18.3","2208","94.0","93.03","8","31","26","-1.0","5.92"
"3067",452657,"Jon Lester","3185","96.30","0.233","0.134","0.296","0.367","0.283","0.273","0.225","172","738","85.5","10.1","2208","88.6","87.91","335","1383","1661","-0.7","6.04"
"840",453192,"Andrew Miller","966","86.96","0.148","0.069","0.243","0.217","0.207","0.231","0.164","28","189","84.6","7.2","2208","89.4","89.70","152","362","470","0.3","6.62"
"320",456496,"Marcos Mateo","477","67.09","0.262","0.246","0.310","0.508","0.351","0.314","0.221","17","65","85.7","20.4","2208","91.5","91.09","29","139","176","-0.4","6.12"
"1228",572888,"Shane Greene","1336","91.92","0.311","0.237","0.329","0.548","0.390","0.359","0.291","97","312","87.3","10.5","2207","88.8","87.53","92","581","618","-1.3","5.52"
"1087",571704,"Ken Giles","1185","91.73","0.226","0.065","0.314","0.290","0.269","0.285","0.220","56","248","86.8","12.8","2205","93.3","91.64","160","547","528","-1.7","5.61"
"1784",543507,"Trevor May","1864","95.71","0.283","0.155","0.348","0.438","0.328","0.297","0.252","126","445","87.4","15.0","2203","89.1","89.63","209","885","886","0.5","6.66"
"987",462382,"Jim Johnson","1054","93.64","0.296","0.097","0.347","0.393","0.330","0.279","0.231","73","247","84.1","3.2","2203","91.8","90.82","93","482","490","-1.0","5.92"
"326",519301,"Sammy Solis","365","89.32","0.269","0.115","0.311","0.385","0.294","0.266","0.239","21","78","85.3","10.9","2202","91.5","91.31","35","162","157","-0.2","6.53"
"1258",594736,"Cody Anderson","1294","97.22","0.227","0.127","0.238","0.355","0.277","0.321","0.264","75","330","87.3","10.5","2202","89.8","89.30","111","634","613","-0.5","5.98"
"2401",476451,"Jeremy Hellickson","2478","96.89","0.260","0.192","0.293","0.452","0.327","0.339","0.271","144","553","88.3","11.8","2202","85.8","84.79","264","1130","1246","-1.0","5.68"
"1949",450203,"Charlie Morton","1996","97.65","0.274","0.161","0.315","0.435","0.339","0.320","0.261","136","497","86.6","2.7","2202","88.5","86.98","174","903","992","-1.5","5.44"
"2898",477132,"Clayton Kershaw","3397","85.31","0.197","0.086","0.284","0.283","0.233","0.233","0.199","144","731","83.1","9.5","2201","89.0","88.47","457","1473","1407","-0.5","6.21"
"807",520980,"Pedro Baez","832","97.00","0.236","0.154","0.320","0.390","0.286","0.257","0.195","43","182","85.1","15.1","2200","95.2","94.89","136","432","370","-0.3","6.29"
"191",542432,"Jose Ramirez","215","88.84","0.429","0.257","0.484","0.686","0.533","0.393","0.257","15","35","87.4","15.9","2199","92.6","91.88","18","82","105","-0.7","6.18"
"2375",434671,"Anibal Sanchez","2532","93.80","0.257","0.212","0.284","0.469","0.334","0.302","0.241","145","565","85.7","14.7","2199","89.0","88.59","240","1074","1294","-0.4","6.15"
"3024",571946,"Shelby Miller","3247","93.13","0.240","0.124","0.292","0.365","0.301","0.287","0.225","170","707","85.2","11.8","2199","91.3","91.75","318","1483","1496","0.5","6.68"
"427",572193,"Ryan Tepera","465","91.83","0.204","0.241","0.177","0.444","0.304","0.316","0.235","22","108","89.6","13.0","2196","91.8","90.92","46","220","202","-0.9","5.93"
"790",429719,"Edwin Jackson","878","89.98","0.228","0.111","0.253","0.339","0.280","0.318","0.258","41","180","87.1","11.9","2195","91.5","91.11","84","373","408","-0.4","6.19"
"642",571656,"Buck Farmer","697","92.11","0.325","0.280","0.331","0.605","0.422","0.365","0.268","51","157","87.3","12.4","2194","89.9","89.29","55","296","334","-0.6","6.01"
"361",571710,"Mychal Givens","466","77.47","0.195","0.103","0.274","0.299","0.236","0.257","0.230","17","87","85.9","13.6","2193","92.6","92.50","46","172","187","-0.1","6.08"
"944",547749,"Junichi Tazawa","954","98.95","0.279","0.133","0.351","0.412","0.320","0.301","0.241","63","226","87.6","16.5","2193","89.9","88.50","118","465","473","-1.4","5.56"
"1811",475479,"David Phelps","1859","97.42","0.271","0.134","0.303","0.405","0.320","0.335","0.275","117","432","87.5","11.3","2192","88.0","86.36","93","766","1027","-1.6","5.41"
"117",234194,"Buddy Carlyle","119","98.32","0.276","0.103","0.333","0.379","0.289","0.315","0.286","8","29","92.4","11.0","2192","89.8","88.74","9","58","57","-1.1","5.97"
"953",452666,"Tom Wilhelmsen","1067","89.32","0.256","0.123","0.329","0.379","0.316","0.277","0.216","52","203","85.5","14.7","2191","91.5","90.54","111","425","517","-1.0","5.94"
"91",489039,"Bobby LaFromboise","110","82.73","0.136","0.091","0.176","0.227","0.178","0.176","0.152","3","22","81.8","13.2","2191","85.0","84.12","13","44","46","-0.9","6.07"
"571",501822,"Chris Hatcher","652","87.58","0.233","0.140","0.302","0.372","0.299","0.281","0.212","30","129","86.6","14.9","2191","93.9","92.29","79","266","289","-1.6","5.47"
"662",595191,"Jerad Eickhoff","739","89.58","0.206","0.160","0.250","0.366","0.273","0.299","0.224","36","175","88.2","15.3","2190","87.0","86.68","70","323","338","-0.3","6.37"
"581",445163,"Casey Janssen","604","96.19","0.243","0.162","0.271","0.405","0.296","0.317","0.253","36","148","85.4","16.2","2189","85.9","85.77","45","272","299","-0.1","6.31"
"108",592426,"Luke Jackson","110","98.18","0.208","0.167","0.222","0.375","0.283","0.413","0.313","5","24","91.6","7.4","2188","91.5","91.64","16","59","49","0.1","6.49"
"396",491159,"Joe Thatcher","411","96.35","0.280","0.098","0.379","0.378","0.326","0.287","0.234","23","82","82.7","11.9","2188","83.7","82.68","49","181","213","-1.0","5.87"
"877",543935,"Alex Wilson","1014","86.49","0.237","0.114","0.253","0.351","0.273","0.282","0.238","50","211","84.8","14.9","2185","90.7","90.55","66","446","420","-0.1","6.24"
"119",136600,"Bruce Chen","123","96.75","0.500","0.375","0.500","0.875","0.589","0.508","0.401","16","32","86.3","8.5","2184","80.7","79.28","9","58","56","-1.4","5.15"
"944",622663,"Luis Severino","1025","92.10","0.233","0.171","0.272","0.405","0.313","0.308","0.237","49","210","85.8","8.7","2184","93.1","92.69","99","420","522","-0.4","6.22"
"1106",465657,"Joakim Soria","1155","95.76","0.225","0.119","0.271","0.343","0.278","0.272","0.220","53","236","84.7","13.6","2184","88.8","88.90","118","543","558","0.1","6.44"
"179",592181,"Danny Burawa","218","82.11","0.216","0.108","0.241","0.324","0.276","0.275","0.204","8","37","86.0","3.2","2183","93.7","92.53","11","75","102","-1.2","5.79"
"952",571510,"Matt Boyd","1003","94.92","0.324","0.315","0.329","0.639","0.424","0.360","0.258","70","216","87.7","20.0","2183","86.0","85.55","88","424","523","-0.5","6.18"
"53",516714,"Dario Alvarez","70","75.71","0.357","0.429","0.273","0.786","0.463","0.388","0.299","5","14","84.7","26.7","2183","89.7","89.53","3","28","24","-0.2","6.40"
"360",429400,"Adam Loewen","393","91.60","0.270","0.143","0.349","0.413","0.383","0.389","0.270","17","63","88.7","12.7","2182","89.0","88.07","39","148","203","-0.9","6.01"
"3107",448306,"James Shields","3338","93.08","0.251","0.204","0.308","0.455","0.340","0.310","0.234","181","721","88.1","11.2","2179","86.8","87.44","405","1417","1644","0.6","6.70"
"366",434665,"Nick Masset","397","92.19","0.302","0.156","0.333","0.458","0.356","0.368","0.306","29","96","90.5","8.7","2178","88.9","87.57","32","173","179","-1.3","5.71"
"2940",571666,"Mike Fiers","3043","96.62","0.238","0.175","0.286","0.413","0.312","0.302","0.230","155","652","86.6","15.5","2177","85.6","85.23","311","1393","1507","-0.4","6.13"
"2760",594798,"Jacob deGrom","2976","92.74","0.212","0.106","0.272","0.317","0.249","0.256","0.211","136","643","84.6","11.5","2176","92.6","93.01","388","1434","1309","0.4","6.79"
"843",518553,"Steve Cishek","950","88.74","0.251","0.126","0.308","0.377","0.318","0.328","0.249","48","191","86.1","10.0","2176","87.1","88.45","85","346","480","1.4","7.18"
"551",643327,"Zack Godley","574","95.99","0.224","0.128","0.273","0.352","0.306","0.354","0.263","28","125","87.0","7.6","2176","89.6","89.47","66","268","272","-0.1","6.21"
"160",621209,"Jon Moscot","185","86.49","0.256","0.179","0.235","0.436","0.334","0.313","0.258","10","39","85.5","19.5","2175","88.6","88.82","6","70","89","0.2","6.49"
"246",448281,"Sean Doolittle","254","96.85","0.235","0.118","0.306","0.353","0.289","0.263","0.200","12","51","85.6","21.6","2173","92.1","91.43","27","135","111","-0.7","6.07"
"2136",592662,"Robbie Ray","2260","94.51","0.253","0.141","0.316","0.394","0.316","0.309","0.243","115","454","87.3","13.7","2173","91.0","90.41","215","1010","1110","-0.6","6.10"
"1158",543779,"Kevin Siegrist","1283","90.26","0.200","0.117","0.280","0.317","0.274","0.295","0.207","48","240","87.1","19.6","2173","92.5","92.63","140","508","636","0.1","6.47"
"228",458678,"Mike Broadway","290","78.62","0.291","0.182","0.326","0.473","0.363","0.327","0.261","16","55","86.3","16.3","2173","93.5","91.99","21","109","112","-1.5","5.36"
"1002",572102,"Keyvius Sampson","1045","95.89","0.313","0.173","0.355","0.486","0.376","0.361","0.282","67","214","87.5","13.4","2173","89.0","89.29","92","442","555","0.3","6.46"
"204",593423,"Frankie Montas","286","71.33","0.407","0.222","0.455","0.630","0.499","0.382","0.261","11","27","84.9","18.5","2172","95.1","94.08","22","90","112","-1.0","5.86"
"2535",421685,"Aaron Harang","2844","89.14","0.282","0.190","0.302","0.472","0.346","0.342","0.271","176","625","87.5","16.8","2172","87.2","86.73","207","1238","1272","-0.5","6.21"
"742",459987,"Cesar Ramos","789","94.04","0.283","0.076","0.340","0.359","0.306","0.317","0.278","52","184","86.9","8.3","2172","85.4","84.16","64","339","399","-1.2","5.70"
"2815",407890,"Colby Lewis","3180","88.52","0.262","0.165","0.286","0.426","0.314","0.330","0.268","186","711","89.2","17.6","2172","85.5","84.29","252","1303","1486","-1.2","5.49"
"971",516969,"Kelvin Herrera","1089","89.16","0.212","0.084","0.256","0.296","0.267","0.309","0.241","48","226","84.7","10.4","2171","96.6","95.38","138","518","445","-1.2","5.87"
"2621",545333,"Trevor Bauer","2869","91.36","0.221","0.155","0.266","0.376","0.302","0.305","0.228","136","614","86.5","15.5","2171","89.1","89.04","275","1204","1402","-0.1","6.15"
"748",598264,"Matt Barnes","790","94.68","0.301","0.168","0.354","0.468","0.359","0.328","0.256","52","173","88.0","12.3","2171","91.1","91.09","83","363","378","0.0","6.36"
"193",605359,"Evan Marshall","224","86.16","0.362","0.234","0.350","0.596","0.433","0.388","0.317","17","47","89.1","4.2","2170","91.6","90.63","24","93","95","-1.0","5.54"
"2247",456068,"Miguel Gonzalez","2440","92.09","0.271","0.190","0.296","0.461","0.346","0.333","0.265","141","521","87.5","14.7","2169","88.2","87.52","215","1093","1134","-0.7","5.75"
"1170",542960,"Brad Brach","1310","89.31","0.190","0.126","0.246","0.316","0.272","0.276","0.197","48","253","84.9","14.8","2169","91.7","90.53","172","566","589","-1.2","5.57"
"324",500721,"Yoervis Medina","389","83.29","0.284","0.189","0.311","0.473","0.368","0.353","0.271","21","74","89.3","15.0","2168","90.1","88.74","28","143","181","-1.4","5.67"
"626",452733,"Tom Gorzelanny","674","92.88","0.292","0.188","0.358","0.479","0.378","0.367","0.277","42","144","89.1","15.8","2167","87.2","86.39","74","261","353","-0.8","5.95"
"549",451532,"Chad Billingsley","576","95.31","0.320","0.136","0.333","0.456","0.351","0.346","0.302","47","147","87.8","10.6","2166","87.9","86.96","39","258","286","-0.9","5.85"
"170",434137,"Logan Kensing","255","66.67","0.238","0.190","0.250","0.429","0.320","0.365","0.274","10","42","88.1","14.0","2165","90.9","90.08","17","77","93","-0.8","6.05"
"62",542924,"Jeff Beliveau","64","96.88","0.462","0.385","0.500","0.846","0.564","0.415","0.338","6","13","89.5","18.4","2164","84.8","84.23","6","31","31","-0.6","6.30"
"2830",523989,"Rubby De La Rosa","3014","93.90","0.264","0.200","0.287","0.464","0.337","0.309","0.247","179","679","86.9","10.0","2163","91.7","91.14","334","1372","1433","-0.6","5.97"
"83",453264,"Donnie Veal","84","98.81","0.400","0.550","0.357","0.950","0.554","0.437","0.309","8","20","86.4","10.3","2163","90.0","90.07","6","40","40","0.1","6.63"
"131",489295,"Brian Schlitter","140","93.57","0.375","0.250","0.385","0.625","0.451","0.362","0.297","12","32","88.4","3.9","2163","94.4","92.87","9","61","70","-1.5","5.53"
"758",472551,"Fernando Abad","833","91.00","0.242","0.218","0.267","0.461","0.326","0.300","0.219","40","165","85.7","14.3","2162","85.8","84.56","88","368","376","-1.2","5.52"
"340",648737,"Dalier Hinojosa","429","79.25","0.186","0.085","0.250","0.271","0.277","0.296","0.200","11","59","88.5","20.2","2162","91.5","91.26","35","155","180","-0.2","6.40"
"1199",605135,"Chris Bassitt","1420","84.44","0.253","0.117","0.301","0.370","0.317","0.333","0.263","69","273","86.0","12.5","2161","88.3","87.92","116","546","634","-0.4","5.99"
"1939",544931,"Stephen Strasburg","2043","94.91","0.238","0.144","0.316","0.382","0.288","0.272","0.222","112","471","86.7","12.8","2161","92.0","92.44","237","918","1011","0.4","6.79"
"271",445170,"Todd Redmond","279","97.13","0.266","0.234","0.292","0.500","0.365","0.367","0.253","17","64","91.0","25.7","2161","88.6","87.71","34","132","138","-0.9","6.01"
"837",451661,"Josh Fields","860","97.33","0.209","0.104","0.313","0.313","0.268","0.235","0.169","38","182","85.6","17.7","2160","90.3","90.18","120","414","412","-0.1","6.37"
"19",458690,"Chris Volstad","20","95.00","0.333","0.000","0.333","0.333","0.300","0.311","0.312","2","6","86.8","-7.8","2159","90.5","88.89","2","11","8","-1.6","5.61"
"735",450282,"Glen Perkins","835","88.02","0.224","0.164","0.254","0.388","0.282","0.295","0.234","41","183","86.2","16.6","2159","91.2","90.85","81","390","335","-0.3","6.24"
"1034",474699,"Vance Worley","1143","90.46","0.277","0.121","0.319","0.398","0.316","0.332","0.284","71","256","87.6","10.7","2158","87.6","85.73","65","475","538","-1.9","5.18"
"248",502462,"Ryan Kelly","259","95.75","0.308","0.277","0.300","0.585","0.399","0.322","0.242","20","65","89.6","11.0","2155","89.4","88.28","25","116","132","-1.1","5.59"
"74",596331,"Nefi Ogando","84","88.10","0.400","0.133","0.400","0.533","0.441","0.411","0.330","6","15","84.4","19.1","2154","93.7","93.19","5","32","42","-0.5","6.29"
"397",592329,"Jason Garcia","493","80.53","0.186","0.163","0.191","0.349","0.290","0.325","0.248","16","86","87.1","12.3","2154","92.0","91.57","30","155","238","-0.4","5.98"
"2414",502190,"Mike Leake","2754","87.65","0.246","0.147","0.267","0.393","0.300","0.333","0.279","160","651","86.8","6.4","2154","88.5","86.72","164","1143","1232","-1.8","5.12"
"1732",592332,"Kevin Gausman","1877","92.27","0.246","0.180","0.288","0.426","0.310","0.298","0.235","101","411","86.5","14.2","2154","92.6","92.96","222","871","852","0.4","6.63"
"1189",605388,"Adam Morgan","1246","95.43","0.269","0.188","0.277","0.458","0.329","0.334","0.263","83","308","87.4","19.1","2153","85.4","83.79","119","596","585","-1.6","5.48"
"85",346797,"Grant Balfour","89","95.51","0.200","0.267","0.133","0.467","0.364","0.461","0.309","3","15","87.8","24.9","2152","87.7","87.65","6","33","51","0.0","6.45"
"508",541652,"Bruce Rondon","578","87.89","0.269","0.172","0.344","0.441","0.352","0.321","0.225","25","93","86.0","9.2","2151","94.2","93.92","63","235","269","-0.3","6.32"
"458",594742,"Alec Asher","501","91.42","0.328","0.294","0.326","0.622","0.420","0.351","0.268","39","119","86.4","16.0","2151","89.2","88.60","43","224","232","-0.6","6.14"
"797",501593,"Luis Avilan","822","96.96","0.237","0.136","0.281","0.374","0.291","0.279","0.227","47","198","79.7","7.7","2151","89.2","87.88","116","414","369","-1.3","5.68"
