"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"774",453311,"Tim Lincecum","4796","16.14","0.250","0.224","0.300","0.474","0.324","0.108","0.065","48","192","88.5","11.4","1987","80.6","79.70","116","364","406","-0.9","6.22"
"546",607374,"Nick Tropeano","2231","24.47","0.169","0.155","0.250","0.324","0.237","0.193","0.140","25","148","80.7","11.3","2003","80.5","78.77","128","273","270","-1.7","5.26"
"254",457435,"Phil Coke","1345","18.88","0.226","0.057","0.324","0.283","0.257","0.108","0.065","12","53","85.3","5.5","2165","80.5","81.10","31","104","149","0.6","5.80"
"218",502087,"Kevin Chapman","615","35.45","0.279","0.180","0.333","0.459","0.317","0.096","0.086","17","61","79.9","10.4","1674","80.5","78.44","28","105","113","-2.1","5.59"
"279",640455,"Sean Manaea","2169","12.86","0.107","0.107","0.154","0.213","0.149","0.225","0.180","8","75","83.8","6.9","1986","80.5","80.36","58","132","145","-0.1","6.51"
"901",506433,"Yu Darvish","3891","23.16","0.136","0.068","0.259","0.204","0.169","0.090","0.057","40","294","80.1","13.5","2587","80.5","81.09","181","456","442","0.6","5.90"
"414",449097,"Jonathan Papelbon","2491","16.62","0.172","0.066","0.230","0.238","0.195","0.189","0.163","21","122","85.4","8.5","1745","80.4","79.63","78","232","180","-0.8","6.19"
"759",592332,"Kevin Gausman","6941","10.94","0.333","0.200","0.345","0.533","0.384","0.323","0.266","45","135","86.3","7.5","2184","80.4","80.23","84","277","479","-0.2","6.10"
"721",475416,"Justin Masterson","3259","22.12","0.136","0.085","0.269","0.222","0.195","0.107","0.054","24","176","81.6","17.6","1844","80.3","78.67","114","283","431","-1.6","6.08"
"1505",282332,"CC Sabathia","6411","23.48","0.232","0.130","0.319","0.362","0.280","0.210","0.166","75","323","83.6","14.0","1943","80.3","80.06","157","554","945","-0.2","6.52"
"386",475243,"Travis Wood","5779","6.68","0.243","0.207","0.318","0.450","0.296","0.107","0.092","27","111","83.1","22.7","1731","80.3","79.40","57","205","176","-0.9","5.23"
"445",502211,"Mike Bolsinger","3094","14.38","0.219","0.112","0.301","0.331","0.254","0.243","0.200","37","169","85.0","18.8","2340","80.3","79.65","88","275","167","-0.7","5.83"
"119",592091,"A.J. Achter","965","12.33","0.148","0.111","0.190","0.259","0.172","0.115","0.112","4","27","80.9","24.9","2084","80.2","80.67","22","57","62","0.5","6.18"
"125",444935,"Nick Hagadone","809","15.45","0.098","0.000","0.235","0.098","0.088","0.070","0.074","4","41","78.5","1.6","1828","80.0","78.43","26","49","76","-1.6","5.47"
"400",457711,"Sean O'Sullivan","1730","23.12","0.265","0.167","0.280","0.431","0.291","0.260","0.223","27","102","83.8","15.9","1961","80.0","79.34","46","195","201","-0.7","6.15"
"127",430904,"Paul Maholm","1173","10.83","0.314","0.114","0.357","0.429","0.345","0.038","0.000","11","35","null","null","null","79.9","null","13","67","60","null","null"
"1166",503285,"Darren O'Day","2666","43.74","0.196","0.102","0.294","0.298","0.247","0.159","0.114","46","235","79.4","21.3","1567","79.9","80.29","178","514","646","0.4","6.37"
"151",570714,"Cesar Vargas","607","24.88","0.292","0.208","0.429","0.500","0.352","0.283","0.207","7","24","75.9","-1.8","2501","79.9","78.55","22","50","99","-1.4","5.35"
"114",433585,"Jeff Francis","712","16.01","0.240","0.240","0.294","0.480","0.331","0.256","0.170","6","25","92.4","3.8","1762","79.8","80.07","15","52","62","0.3","6.87"
"141",499107,"Francisley Bueno","482","29.25","0.194","0.083","0.292","0.278","0.206","0.018","0.000","7","36","null","null","null","79.8","null","21","62","79","null","null"
"428",571760,"Andrew Heaney","2213","19.34","0.160","0.056","0.303","0.216","0.211","0.166","0.112","20","125","85.7","4.5","2225","79.8","78.30","103","229","192","-1.5","5.31"
"976",424144,"Oliver Perez","2455","39.76","0.157","0.101","0.276","0.258","0.221","0.158","0.102","34","217","79.3","19.9","1984","79.7","78.49","181","384","573","-1.2","5.50"
"281",641490,"Kyle Crockett","1060","26.51","0.174","0.029","0.231","0.203","0.203","0.160","0.123","12","69","84.8","2.5","1814","79.6","79.83","30","130","149","0.2","6.38"
"113",502260,"Vinnie Pestano","571","19.79","0.435","0.348","0.615","0.783","0.517","0.138","0.137","10","23","88.6","11.8","2248","79.6","78.51","13","42","71","-1.1","6.16"
"165",346847,"Joe Beimel","1323","12.47","0.192","0.192","0.206","0.385","0.252","0.166","0.135","10","52","82.4","20.0","1807","79.5","78.40","27","81","83","-1.1","5.68"
"308",465657,"Joakim Soria","3041","10.13","0.232","0.246","0.255","0.478","0.326","0.280","0.205","16","69","85.7","21.1","2335","79.5","79.55","44","137","171","0.1","6.17"
"2001",519242,"Chris Sale","9508","21.05","0.171","0.078","0.338","0.249","0.212","0.161","0.121","88","514","82.6","11.2","2231","79.5","77.66","315","853","1127","-1.8","5.56"
"2006",572971,"Dallas Keuchel","9184","21.84","0.155","0.081","0.265","0.236","0.186","0.138","0.107","75","484","81.8","8.7","2114","79.5","77.94","380","911","1084","-1.6","5.68"
"314",452733,"Tom Gorzelanny","1120","28.04","0.270","0.135","0.447","0.405","0.337","0.218","0.133","20","74","90.3","21.2","2082","79.4","78.50","61","127","184","-0.9","5.66"
"313",594951,"Ryan O'Rourke","794","39.42","0.125","0.125","0.167","0.250","0.199","0.218","0.144","9","72","80.1","29.4","1934","79.4","78.32","70","150","161","-1.1","5.56"
"416",502327,"Hector Santiago","8611","4.83","0.234","0.121","0.297","0.355","0.282","0.307","0.256","25","107","84.7","19.2","1959","79.4","77.19","46","196","217","-2.2","4.96"
"342",543219,"Sean Gilmartin","1176","29.08","0.152","0.063","0.234","0.215","0.179","0.173","0.137","12","79","82.4","18.3","2109","79.0","77.29","53","150","192","-1.7","5.40"
"383",608665,"Kendall Graveman","4792","7.99","0.180","0.150","0.246","0.330","0.242","0.225","0.171","18","100","82.3","17.4","2183","79.0","78.78","49","169","213","-0.2","6.15"
"121",429783,"Rafael Betancourt","703","17.21","0.333","0.125","0.364","0.458","0.344","0.297","0.272","8","24","88.7","14.8","2210","78.9","78.53","14","55","66","-0.4","5.94"
"283",571901,"Aaron Loup","2068","13.68","0.203","0.174","0.286","0.377","0.266","0.191","0.158","14","69","82.9","6.8","2329","78.9","78.08","30","103","177","-0.8","5.72"
"291",425657,"Javier Lopez","1591","18.29","0.131","0.098","0.159","0.230","0.184","0.142","0.101","8","61","80.8","11.8","1879","78.8","78.32","37","133","155","-0.5","6.38"
"294",493247,"Peter Moylan","826","35.59","0.187","0.093","0.277","0.280","0.213","0.210","0.170","14","75","82.8","14.5","2246","78.8","76.96","55","144","148","-1.8","5.14"
"281",544150,"Albert Suarez","1373","20.47","0.278","0.278","0.302","0.556","0.350","0.294","0.248","20","72","85.3","11.3","2161","78.6","78.43","49","139","141","-0.2","6.04"
"411",446321,"Ross Detwiler","3039","13.52","0.313","0.188","0.380","0.500","0.341","0.231","0.208","30","96","86.2","10.0","2078","78.6","76.40","30","162","249","-2.2","5.00"
"244",573204,"Caleb Thielbar","894","27.29","0.200","0.140","0.286","0.340","0.251","0.057","0.017","10","50","71.5","1.4","1958","78.6","77.99","25","93","150","-0.6","5.74"
"464",452718,"Kyle Kendrick","5324","8.72","0.274","0.230","0.313","0.504","0.333","0.125","0.103","31","113","86.3","5.0","2431","78.4","77.61","39","182","279","-0.8","5.25"
"1261",489265,"Sergio Romo","2216","56.90","0.193","0.134","0.282","0.326","0.235","0.131","0.106","62","322","79.2","16.3","2687","78.0","76.84","269","640","612","-1.2","6.05"
"185",491159,"Joe Thatcher","945","19.58","0.286","0.143","0.343","0.429","0.318","0.090","0.071","14","49","77.7","11.3","2517","78.0","75.44","29","110","74","-2.6","5.61"
"1087",450308,"Jered Weaver","8641","12.58","0.272","0.205","0.297","0.477","0.331","0.227","0.181","77","283","84.4","20.4","2212","77.7","76.17","104","502","581","-1.5","6.05"
"162",592677,"C.J. Riefenhauser","352","46.02","0.250","0.156","0.292","0.406","0.308","0.252","0.185","8","32","81.7","15.6","1914","77.7","76.56","19","71","89","-1.1","5.84"
"106",643354,"Donnie Hart","271","39.11","0.050","0.000","0.083","0.050","0.120","0.143","0.071","1","20","76.1","30.0","2438","77.4","76.77","20","51","55","-0.6","5.99"
"1643",592767,"Drew Smyly","6622","24.81","0.205","0.146","0.288","0.351","0.258","0.135","0.093","83","405","83.5","13.9","1780","77.1","74.48","249","735","903","-2.6","5.05"
"400",518790,"Chris Heston","3005","13.31","0.246","0.263","0.278","0.509","0.369","0.298","0.197","14","57","81.2","23.3","2110","77.0","76.22","76","151","244","-0.8","5.88"
"262",276520,"Bronson Arroyo","1253","20.91","0.263","0.175","0.309","0.438","0.314","0.025","0.000","21","80","null","null","null","75.8","null","34","122","137","null","null"
"335",329092,"Randy Choate","995","33.67","0.132","0.015","0.250","0.147","0.182","0.129","0.067","9","68","75.2","24.3","1962","74.9","73.15","69","146","183","-1.8","5.21"
"440",519381,"Pat Venditte","893","49.27","0.190","0.181","0.211","0.371","0.269","0.237","0.164","20","105","79.2","24.8","2655","73.2","72.30","67","224","215","-0.9","5.87"
